date,state,hospitalizedCurrently,death,deathIncrease,inIcuCurrently,positive,totalTestResults,totalTestsViral
2020-07-04,North Dakota,22,89,0,0,3774,193349,197469
2020-07-04,Ohio,691,2907,4,226,56183,910110,910110
2020-07-04,Oklahoma,391,398,0,165,15645,364434,366289
2020-07-04,Oregon,173,209,0,52,9636,392939,392939
2020-07-04,Pennsylvania,589,6749,3,0,89375,994754,0
2020-07-04,Rhode Island,61,960,0,9,17084,266322,262612
2020-07-04,South Carolina,1190,813,20,0,43386,420693,420567
2020-07-04,South Dakota,54,97,0,0,7028,97539,97539
2020-07-04,Tennessee,949,637,4,0,50140,878230,878230
2020-07-04,Texas,7890,2608,33,2449,191790,2745477,2745477
2020-07-04,Utah,255,181,0,88,24542,442733,442733
2020-07-04,Vermot,16,56,0,0,1240,82269,82269
2020-07-04,Virginia,808,1849,4,207,65109,707750,0
2020-07-04,Washington,446,1352,10,0,38361,725446,0
2020-07-04,West Virginia,25,94,1,11,3141,179569,179569
2020-07-04,Wisconsin,235,803,0,67,34207,762789,0
2020-07-04,Wyoming,8,20,0,0,1606,53628,53628
2020-07-05,Alabama,919,1007,0,0,43953,449383,0
2020-07-05,Alaska,19,16,0,0,1141,123753,123753
2020-07-05,Arizona,3182,1809,4,821,98089,864800,864800
2020-07-05,Arkansas,285,286,0,0,23209,338893,338893
2020-07-05,California,7149,6331,18,1907,265985,4680138,4680138
2020-07-05,Colorado,286,1701,0,0,34065,431701,0
2020-07-05,Connecticut,95,4335,0,0,46717,556266,556266
2020-07-05,Delaware,53,512,0,15,12128,164616,0
2020-07-05,Florida,0,3832,29,0,196386,2428240,2662423
2020-07-05,Georgia,1805,2860,3,0,95516,951510,951510
2020-07-05,Hawaii,0,19,0,0,999,98778,99282
2020-07-05,Idaho,71,93,0,19,7370,103675,0
2020-07-05,Illinois,1326,7230,6,304,148373,1761706,1761706
2020-07-05,Indiana,632,2693,6,218,48008,660576,660576
2020-07-05,Iowa,141,721,0,43,31353,332472,0
2020-07-05,Kansas,0,277,0,0,15919,191561,0
2020-07-05,Kentucky,455,585,0,99,16376,395052,395052
2020-07-05,Louisiana,926,3288,10,0,65226,802454,802454
2020-07-05,Maine,25,109,2,9,3415,107377,107377
2020-07-05,Maryland,409,3243,7,144,69632,707844,707844
2020-07-05,Massachusetts,636,8183,11,100,109974,1151255,1151255
2020-07-05,Michigan,548,6218,0,193,72941,1164666,1164666
2020-07-05,Minnesota,253,1508,5,132,38136,674015,0
2020-07-05,Mississippi,872,1111,4,175,30900,310141,309699
2020-07-05,Missouri,739,1028,1,0,23436,424214,424214
2020-07-05,Montana,20,23,0,0,1212,100106,100106
2020-07-05,Nebraska,109,284,0,0,19827,238228,238228
2020-07-05,Nevada,760,534,4,226,22418,392263,371890
2020-07-05,New Hampshire,25,381,5,0,5897,164672,164672
2020-07-05,New Jersey,917,15119,22,210,174544,1535782,1534640
2020-07-05,New Mexico,119,513,0,0,13256,375054,375054
2020-07-05,New York,832,24904,8,178,397131,4233803,0
2020-07-05,North Carolina,949,1396,1,0,72983,976201,976201
2020-07-05,North Dakota,22,89,0,0,3810,197091,201276
2020-07-05,Ohio,693,2911,4,236,57151,932565,932565
2020-07-05,Oklahoma,391,398,0,165,15928,364717,366289
2020-07-05,Oregon,173,213,4,52,9930,401069,401069
2020-07-05,Pennsylvania,592,6753,4,0,89854,1007467,0
2020-07-05,Rhode Island,61,960,0,9,17108,268696,265484
2020-07-05,South Carolina,1251,820,7,0,44847,430809,430679
2020-07-05,South Dakota,59,97,0,0,7063,98484,98484
2020-07-05,Tennessee,949,646,9,0,51431,895796,895796
2020-07-05,Texas,8181,2637,29,2517,195239,2766598,2766598
2020-07-05,Utah,237,184,3,84,24952,446901,446901
2020-07-05,Vermot,15,56,0,0,1251,83102,83102
2020-07-05,Virginia,792,1853,4,202,65748,718139,0
2020-07-05,Washington,412,1354,2,0,38814,730249,0
2020-07-05,West Virginia,27,94,0,12,3262,183025,183025
2020-07-05,Wisconsin,244,803,0,65,34740,775047,0
2020-07-05,Wyoming,8,20,0,0,1634,53867,53867
2020-07-06,Alabama,1025,1007,0,0,44878,454592,0
2020-07-06,Alaska,19,16,0,0,1168,123753,123753
2020-07-06,Arizona,3212,1810,1,839,101441,873294,873294
2020-07-06,Arkansas,337,292,6,0,24253,344529,344529
2020-07-06,California,7278,6337,6,1937,271684,4793353,4793353
2020-07-06,Colorado,327,1691,-10,0,34257,438272,0
2020-07-06,Connecticut,69,4338,3,0,46976,560582,560582
2020-07-06,Delaware,54,512,0,15,12293,168358,0
2020-07-06,Florida,0,3880,48,0,202623,2468749,2706077
2020-07-06,Georgia,1962,2878,18,0,97064,964590,964590
2020-07-06,Hawaii,0,19,0,0,1023,99913,100110
2020-07-06,Idaho,85,93,0,22,7733,105876,0
2020-07-06,Illinois,1395,7236,6,321,148987,1782840,1782840
2020-07-06,Indiana,613,2698,5,229,48331,663982,663982
2020-07-06,Iowa,151,723,2,41,31657,335462,0
2020-07-06,Kansas,0,280,3,0,16901,202219,0
2020-07-06,Kentucky,433,593,8,109,17152,399715,399715
2020-07-06,Louisiana,964,3296,8,0,66327,813645,813645
2020-07-06,Maine,21,109,0,9,3423,108948,108948
2020-07-06,Maryland,403,3246,3,142,69904,718781,718781
2020-07-06,Massachusetts,603,8198,15,99,110137,1168234,1168234
2020-07-06,Michigan,505,6221,3,174,73269,1177247,1177247
2020-07-06,Minnesota,258,1511,3,125,38569,679693,0
2020-07-06,Mississippi,825,1114,3,165,31257,314688,314459
2020-07-06,Missouri,740,1028,0,0,23856,528835,528835
2020-07-06,Montana,20,23,0,0,1249,102926,102926
2020-07-06,Nebraska,101,284,0,0,19929,239498,239498
2020-07-06,Nevada,748,537,3,201,22909,395211,376887
2020-07-06,New Hampshire,25,382,1,0,5914,166872,166872
2020-07-06,New Jersey,861,15138,19,187,174777,1550375,1549209
2020-07-06,New Mexico,129,515,2,0,13507,380240,380240
2020-07-06,New York,817,24913,9,170,397649,4288131,0
2020-07-06,North Carolina,982,1398,2,0,74529,995086,995086
2020-07-06,North Dakota,22,89,0,0,3843,198310,202515
2020-07-06,Ohio,837,2927,16,267,57956,945929,945929
2020-07-06,Oklahoma,391,399,1,165,16362,365151,366289
2020-07-06,Oregon,173,215,2,52,10230,408109,408109
2020-07-06,Pennsylvania,598,6754,1,0,90304,1018320,0
2020-07-06,Rhode Island,61,960,0,9,17163,271658,268294
2020-07-06,South Carolina,1260,827,7,0,46380,439857,439724
2020-07-06,South Dakota,59,97,0,0,7105,98950,98950
2020-07-06,Tennessee,940,653,7,0,52155,904237,904237
2020-07-06,Texas,8698,2655,18,2658,200557,2799179,2799179
2020-07-06,Utah,244,190,6,83,25469,451063,451063
2020-07-06,Vermot,24,56,0,0,1253,83564,83564
2020-07-06,Virginia,783,1853,0,194,66102,727501,0
2020-07-06,Washington,398,1359,5,0,39055,747998,0
2020-07-06,West Virginia,41,95,1,13,3442,185350,185350
2020-07-06,Wisconsin,255,803,0,69,35230,784115,0
2020-07-06,Wyoming,9,20,0,0,1675,55330,55330
2020-07-07,Alabama,1078,1033,26,0,45785,460842,0
2020-07-07,Alaska,25,17,1,0,1186,131420,131420
2020-07-07,Arizona,3356,1927,117,869,105094,898487,898487
2020-07-07,Arkansas,369,292,0,0,24512,350396,350396
2020-07-07,California,7499,6448,111,1984,277774,4896370,4896370
2020-07-07,Colorado,335,1696,5,0,34664,444462,0
2020-07-07,Connecticut,83,4338,0,0,47033,575788,575788
2020-07-07,Delaware,56,514,2,15,12414,173989,0
2020-07-07,Florida,0,3943,63,0,209922,2512111,2735238
2020-07-07,Georgia,2096,2899,21,0,100470,985913,985913
2020-07-07,Hawaii,0,19,0,0,1030,100579,100888
2020-07-07,Idaho,105,94,1,25,8052,107925,0
2020-07-07,Illinois,1385,7273,37,320,149574,1809834,1809834
2020-07-07,Indiana,655,2717,19,213,48626,678639,678639
2020-07-07,Iowa,165,725,2,44,32029,339298,0
2020-07-07,Kansas,0,280,0,0,16901,202219,0
2020-07-07,Kentucky,421,602,9,110,17519,409217,409217
2020-07-07,Louisiana,1025,3319,23,0,68263,847598,847598
2020-07-07,Maine,22,110,1,9,3440,110291,110291
2020-07-07,Maryland,404,3266,20,145,70396,728660,728660
2020-07-07,Massachusetts,621,8213,15,104,110338,1187946,1187946
2020-07-07,Michigan,505,6251,30,174,73900,1194318,1194318
2020-07-07,Minnesota,267,1514,3,121,39133,685247,0
2020-07-07,Mississippi,885,1158,44,173,32214,315645,314459
2020-07-07,Missouri,676,1042,14,0,24629,539395,539395
2020-07-07,Montana,22,23,0,0,1327,105327,105327
2020-07-07,Nebraska,109,283,-1,0,20046,241218,241218
2020-07-07,Nevada,849,548,11,236,23785,408026,383856
2020-07-07,New Hampshire,24,384,2,0,5932,168570,168570
2020-07-07,New Jersey,903,15191,53,169,175083,1561338,1560133
2020-07-07,New Mexico,133,519,4,0,13727,385242,385242
2020-07-07,New York,836,24924,11,160,398237,4344867,0
2020-07-07,North Carolina,989,1420,22,0,75875,1012215,1012215
2020-07-07,North Dakota,24,93,4,0,3894,200236,204496
2020-07-07,Ohio,849,2970,43,289,58904,961506,961506
2020-07-07,Oklahoma,426,404,5,182,17220,389018,391881
2020-07-07,Oregon,183,215,0,61,10395,413189,413189
2020-07-07,Pennsylvania,637,6787,33,0,91299,1045027,0
2020-07-07,Rhode Island,55,969,9,4,17204,274545,271710
2020-07-07,South Carolina,1324,846,19,0,47352,445291,445153
2020-07-07,South Dakota,64,98,1,0,7163,99356,99356
2020-07-07,Tennessee,1112,665,12,0,53514,920801,920801
2020-07-07,Texas,9286,2715,60,2730,210585,2884022,2884022
2020-07-07,Utah,248,194,4,84,26033,458873,458873
2020-07-07,Vermot,13,56,0,0,1256,84664,84664
2020-07-07,Virginia,902,1881,28,221,66740,738299,0
2020-07-07,Washington,407,1370,11,0,39356,765654,0
2020-07-07,West Virginia,41,95,0,13,3461,187898,187898
2020-07-07,Wisconsin,254,812,9,69,35765,793502,0
2020-07-07,Wyoming,10,20,0,0,1711,56636,56636
2020-07-08,Alabama,1116,1058,25,0,46962,467754,0
2020-07-08,Alaska,30,17,0,0,1226,133401,133401
2020-07-08,Arizona,3421,1963,36,871,108614,924637,924637
2020-07-08,Arkansas,358,301,9,0,24512,353272,353272
2020-07-08,California,7705,6562,114,1976,289468,4996175,4996175
2020-07-08,Colorado,335,1704,8,0,35116,451593,0
2020-07-08,Connecticut,88,4343,5,0,47108,590350,590350
2020-07-08,Delaware,57,515,1,11,12462,175265,0
2020-07-08,Florida,0,3991,48,0,219869,2579547,2806420
2020-07-08,Georgia,2215,2922,23,0,103890,1007523,1007523
2020-07-08,Hawaii,0,19,0,0,1071,102118,102674
2020-07-08,Idaho,118,94,0,26,8539,110676,0
2020-07-08,Illinois,1385,7309,36,320,150554,1842576,1842576
2020-07-08,Indiana,667,2732,15,217,49063,691531,691531
2020-07-08,Iowa,165,735,10,44,32509,346351,0
2020-07-08,Kansas,0,282,2,0,17618,208482,0
2020-07-08,Kentucky,453,608,6,111,17919,415204,415204
2020-07-08,Louisiana,1022,3339,20,0,70151,865737,865737
2020-07-08,Maine,22,110,0,8,3460,112282,112282
2020-07-08,Maryland,398,3275,9,136,70861,740594,740594
2020-07-08,Massachusetts,662,8243,30,102,110602,1207451,1207451
2020-07-08,Michigan,505,6262,11,174,74551,1218053,1218053
2020-07-08,Minnesota,265,1523,9,122,39589,692970,0
2020-07-08,Mississippi,883,1188,30,190,32888,316319,314459
2020-07-08,Missouri,694,1046,4,0,25204,547352,547352
2020-07-08,Montana,22,23,0,0,1371,106421,106421
2020-07-08,Nebraska,102,282,-1,0,20201,244586,244586
2020-07-08,Nevada,876,553,5,233,24301,420323,396632
2020-07-08,New Hampshire,22,386,2,0,5952,170463,170463
2020-07-08,New Jersey,935,15243,52,175,175298,1579107,1577848
2020-07-08,New Mexico,154,527,8,0,14017,389687,389687
2020-07-08,New York,841,24944,20,166,398929,4402452,0
2020-07-08,North Carolina,994,1441,21,0,77310,1027036,1027036
2020-07-08,North Dakota,26,89,-4,0,3967,203745,208165
2020-07-08,Ohio,890,2991,21,289,60181,980865,980865
2020-07-08,Oklahoma,458,407,3,209,17893,394823,397647
2020-07-08,Oregon,191,220,5,55,10605,420047,420047
2020-07-08,Pennsylvania,649,6812,25,0,92148,1066111,0
2020-07-08,Rhode Island,56,971,2,5,17204,278058,271710
2020-07-08,South Carolina,1404,884,38,0,48909,453840,453701
2020-07-08,South Dakota,54,98,0,0,7242,101178,101178
2020-07-08,Tennessee,1160,685,20,0,55986,950540,950540
2020-07-08,Texas,9610,2813,98,2878,220564,2976307,2976307
2020-07-08,Utah,236,201,7,76,26755,465902,465902
2020-07-08,Vermot,14,56,0,0,1258,85979,85979
2020-07-08,Virginia,971,1905,24,230,67375,751199,0
2020-07-08,Washington,425,1384,14,0,40341,781051,0
2020-07-08,West Virginia,48,95,0,13,3707,190762,190762
2020-07-08,Wisconsin,274,814,2,74,36410,810157,0
2020-07-08,Wyoming,13,21,1,0,1740,57707,57707
2020-07-09,Alabama,1135,1068,10,0,49174,467754,0
2020-07-09,Alaska,28,17,0,0,1273,135744,135744
2020-07-09,Arizona,3437,2038,75,861,112671,949463,949463
2020-07-09,Arkansas,394,309,8,0,26052,364661,364661
2020-07-09,California,7821,6711,149,1957,296499,5078434,5078434
2020-07-09,Colorado,318,1706,2,0,35525,460925,0
2020-07-09,Connecticut,90,4348,5,0,47209,605418,605418
2020-07-09,Delaware,63,517,2,12,12531,177316,0
2020-07-09,Florida,0,4111,120,0,228759,2626323,2855852
2020-07-09,Georgia,2322,2930,8,0,106727,1027387,1027387
2020-07-09,Hawaii,0,19,0,0,1094,104186,105290
2020-07-09,Idaho,120,98,4,28,8969,113958,0
2020-07-09,Illinois,1507,7329,20,317,151572,1878756,1878756
2020-07-09,Indiana,686,2739,7,226,49575,703050,703050
2020-07-09,Iowa,168,739,4,49,33240,354659,0
2020-07-09,Kansas,0,282,0,0,17618,208482,0
2020-07-09,Kentucky,457,612,4,105,18245,423259,423259
2020-07-09,Louisiana,1042,3355,16,0,71994,880140,880140
2020-07-09,Maine,16,111,1,7,3486,115003,115003
2020-07-09,Maryland,406,3288,13,139,71447,755713,755713
2020-07-09,Massachusetts,635,8268,25,103,110897,1225191,1225191
2020-07-09,Michigan,505,6271,9,174,75063,1241962,1241962
2020-07-09,Minnesota,251,1528,5,116,40163,705440,0
2020-07-09,Mississippi,941,1204,16,187,33591,324804,324522
2020-07-09,Missouri,811,1051,5,0,25999,563325,563325
2020-07-09,Montana,24,25,2,0,1466,108765,108765
2020-07-09,Nebraska,97,282,0,0,20425,248882,248882
2020-07-09,Nevada,935,571,18,237,24904,434217,408611
2020-07-09,New Hampshire,24,387,1,0,5973,172485,172485
2020-07-09,New Jersey,963,15268,25,170,175541,1600718,1599417
2020-07-09,New Mexico,154,533,6,0,14251,395881,395881
2020-07-09,New York,851,24959,15,173,399513,4468016,0
2020-07-09,North Carolina,1034,1461,20,0,79349,1045374,1045374
2020-07-09,North Dakota,30,89,0,0,4066,209551,214142
2020-07-09,Ohio,890,3006,15,289,61331,1002543,1002543
2020-07-09,Oklahoma,453,410,3,215,18496,401754,404600
2020-07-09,Oregon,188,224,4,57,10817,427834,427834
2020-07-09,Pennsylvania,650,6848,36,0,92867,1085526,0
2020-07-09,Rhode Island,55,974,3,4,17243,281535,274980
2020-07-09,South Carolina,1433,905,21,0,50691,463765,463622
2020-07-09,South Dakota,61,101,3,0,7336,102634,102634
2020-07-09,Tennessee,1135,710,25,0,57591,972276,972276
2020-07-09,Texas,9689,2918,105,2923,230346,3070305,3070305
2020-07-09,Utah,207,205,4,74,27356,473562,473562
2020-07-09,Vermot,15,56,0,0,1272,87373,87373
2020-07-09,Virginia,956,1937,32,215,67988,767920,0
2020-07-09,Washington,468,1394,10,0,41403,793550,0
2020-07-09,West Virginia,50,95,0,15,3826,194045,194045
2020-07-09,Wisconsin,284,816,2,76,37210,828148,0
2020-07-09,Wyoming,12,21,0,0,1774,58874,58874
2020-07-10,Alabama,1201,1104,36,0,50508,491600,0
2020-07-10,Alaska,30,17,0,0,1323,141931,141931
2020-07-10,Arizona,3432,2082,44,876,116892,975259,975259
2020-07-10,Arkansas,402,313,4,0,26803,364661,364661
2020-07-10,California,7896,6851,140,2005,304297,5175737,5175737
2020-07-10,Colorado,328,1724,18,0,36191,472300,0
2020-07-10,Connecticut,77,4348,0,0,47287,618109,618109
2020-07-10,Delaware,58,517,0,11,12652,180062,0
2020-07-10,Florida,6974,4203,92,0,240009,2711279,2945253
2020-07-10,Georgia,2443,2965,35,0,111211,1054725,1054725
2020-07-10,Hawaii,0,19,0,0,1130,106431,107009
2020-07-10,Idaho,124,100,2,29,9428,117390,0
2020-07-10,Illinois,1436,7345,16,306,152899,1911743,1911743
2020-07-10,Indiana,667,2748,9,217,50300,715415,715415
2020-07-10,Iowa,169,743,4,54,33984,362248,0
2020-07-10,Kansas,0,284,2,0,18611,217779,0
2020-07-10,Kentucky,409,620,8,70,18670,431910,431910
2020-07-10,Louisiana,1117,3380,25,0,74636,905248,905248
2020-07-10,Maine,15,111,0,7,3499,117564,117564
2020-07-10,Maryland,385,3303,15,122,71910,769011,769011
2020-07-10,Massachusetts,632,8296,28,98,111110,1243451,1243451
2020-07-10,Michigan,505,6285,14,174,75685,1265344,1265344
2020-07-10,Minnesota,227,1533,5,124,40767,725825,0
2020-07-10,Mississippi,981,1215,11,205,34622,330312,330011
2020-07-10,Missouri,886,1051,0,0,25999,576537,576537
2020-07-10,Montana,21,28,3,0,1593,112178,112178
2020-07-10,Nebraska,100,284,2,0,20623,252902,252902
2020-07-10,Nevada,924,579,8,248,25908,446609,416707
2020-07-10,New Hampshire,20,390,3,0,5991,175092,175092
2020-07-10,New Jersey,904,15299,31,162,175980,1624510,1623158
2020-07-10,New Mexico,151,539,6,0,14549,403581,403581
2020-07-10,New York,826,24968,9,178,400299,4541574,0
2020-07-10,North Carolina,1046,1479,18,0,81331,1069034,1069034
2020-07-10,North Dakota,33,89,0,0,4150,214889,219708
2020-07-10,Ohio,928,3032,26,289,62856,1026815,1026815
2020-07-10,Oklahoma,487,416,6,217,19092,411074,414197
2020-07-10,Oregon,192,230,6,59,11188,437771,437771
2020-07-10,Pennsylvania,653,6880,32,0,93876,1110078,0
2020-07-10,Rhode Island,61,976,2,4,17312,285282,278357
2020-07-10,South Carolina,1438,929,24,0,52419,475235,475089
2020-07-10,South Dakota,65,107,6,0,7401,104227,104227
2020-07-10,Tennessee,1184,723,13,0,59546,994114,994114
2020-07-10,Texas,10002,3013,95,2913,240111,3161709,3161709
2020-07-10,Utah,229,207,2,79,28223,481905,481905
2020-07-10,Vermot,11,56,0,0,1277,89352,89352
2020-07-10,Virginia,1006,1958,21,234,68931,781377,0
2020-07-10,Washington,460,1409,15,0,42375,807777,0
2020-07-10,West Virginia,56,95,0,16,3983,197381,197381
2020-07-10,Wisconsin,278,821,5,77,38099,847824,0
2020-07-10,Wyoming,12,21,0,0,1790,59800,59800
2020-07-11,Alabama,1093,1114,10,0,51947,501367,0
2020-07-11,Alaska,31,17,0,0,1386,143376,143376
2020-07-11,Arizona,3485,2151,69,899,119930,998781,998781
2020-07-11,Arkansas,402,313,0,0,26803,369649,369649
2020-07-11,California,7904,6945,94,2021,312344,5275695,5275695
2020-07-11,Colorado,324,1725,1,0,36591,481350,0
2020-07-11,Connecticut,77,4348,0,0,47287,630390,630390
2020-07-11,Delaware,65,517,0,13,12743,184699,0
2020-07-11,Florida,7186,4301,98,0,250283,2788787,3029149
2020-07-11,Georgia,2446,2996,31,0,114401,1072973,1072973
2020-07-11,Hawaii,0,19,0,0,1158,108406,109096
2020-07-11,Idaho,122,101,1,33,9928,121640,0
2020-07-11,Illinois,1398,7369,24,321,154094,1944088,1944088
2020-07-11,Indiana,714,2756,8,237,51079,728990,728990
2020-07-11,Iowa,178,748,5,56,34647,368361,0
2020-07-11,Kansas,0,284,0,0,18611,217779,0
2020-07-11,Kentucky,370,622,2,75,19121,437088,437088
2020-07-11,Louisiana,1182,3403,23,0,76803,924447,924447
2020-07-11,Maine,16,112,1,7,3520,119096,119096
2020-07-11,Maryland,390,3310,7,120,72467,781140,781140
2020-07-11,Massachusetts,572,8310,14,87,111398,1253667,1253667
2020-07-11,Michigan,505,6313,28,174,76370,1292951,1292951
2020-07-11,Minnesota,241,1537,4,121,41571,742095,0
2020-07-11,Mississippi,963,1230,15,202,35419,334343,334029
2020-07-11,Missouri,883,1069,18,0,27133,590426,590426
2020-07-11,Montana,24,29,1,0,1677,113359,113359
2020-07-11,Nebraska,95,286,2,0,20777,256833,256833
2020-07-11,Nevada,918,592,13,241,26838,461263,425027
2020-07-11,New Hampshire,22,391,1,0,6024,177819,177819
2020-07-11,New Jersey,872,15345,46,166,176347,1662672,1661284
2020-07-11,New Mexico,158,543,4,0,14773,410754,410754
2020-07-11,New York,799,24974,6,177,401029,4610777,0
2020-07-11,North Carolina,1093,1499,20,0,83793,1091314,1091314
2020-07-11,North Dakota,31,91,2,0,4238,218947,224033
2020-07-11,Ohio,928,3036,4,299,64214,1051622,1051622
2020-07-11,Oklahoma,499,421,5,186,19779,419816,423285
2020-07-11,Oregon,208,232,2,56,11454,447412,447412
2020-07-11,Pennsylvania,646,6897,17,0,94689,1129008,0
2020-07-11,Rhode Island,61,976,0,4,17312,289789,278357
2020-07-11,South Carolina,1396,951,22,0,54699,488090,487929
2020-07-11,South Dakota,65,109,2,0,7454,106182,106182
2020-07-11,Tennessee,1184,738,15,0,61006,1006616,1006616
2020-07-11,Texas,10083,3112,99,2995,250462,3248286,3248286
2020-07-11,Utah,269,212,5,84,28855,490600,490600
2020-07-11,Vermot,18,56,0,0,1282,90550,90550
2020-07-11,Virginia,1020,1962,4,230,69782,797916,0
2020-07-11,Washington,447,1424,15,0,43241,818120,0
2020-07-11,West Virginia,56,95,0,14,4074,201628,201628
2020-07-11,Wisconsin,264,828,7,75,39080,865483,0
2020-07-11,Wyoming,12,21,0,0,1839,60004,60004
2020-07-12,Alabama,1163,1121,7,0,53587,510827,0
2020-07-12,Alaska,27,17,0,0,1478,145475,145475
2020-07-12,Arizona,3432,2237,86,922,122467,1011370,1011370
2020-07-12,Arkansas,412,321,8,0,28367,382402,382402
2020-07-12,California,7854,7017,72,2020,320804,5406599,5406599
2020-07-12,Colorado,324,1725,0,0,36913,490677,0
2020-07-12,Connecticut,77,4348,0,0,47287,635511,635511
2020-07-12,Delaware,58,517,0,10,12804,188572,0
2020-07-12,Florida,7542,4346,45,0,265432,2917932,3165354
2020-07-12,Georgia,2512,3001,5,0,116926,1091670,1091670
2020-07-12,Hawaii,0,19,0,0,1200,110405,111318
2020-07-12,Idaho,140,102,1,33,10505,124531,0
2020-07-12,Illinois,1342,7388,19,311,155048,1982982,1982982
2020-07-12,Indiana,702,2760,4,237,51612,735038,735038
2020-07-12,Iowa,177,750,2,54,35071,374413,0
2020-07-12,Kansas,0,284,0,0,18611,217779,0
2020-07-12,Kentucky,370,625,3,75,19389,437088,437088
2020-07-12,Louisiana,1243,3416,13,0,78122,934995,934995
2020-07-12,Maine,19,114,2,9,3539,121472,121472
2020-07-12,Maryland,392,3319,9,114,73109,802280,802280
2020-07-12,Massachusetts,583,8325,15,93,111597,1260707,1260707
2020-07-12,Michigan,505,6314,1,174,76776,1315305,1315305
2020-07-12,Minnesota,251,1540,3,123,42281,755052,0
2020-07-12,Mississippi,963,1249,19,202,36287,335211,334029
2020-07-12,Missouri,883,1069,0,0,27443,605046,605046
2020-07-12,Montana,26,29,0,0,1758,114661,114661
2020-07-12,Nebraska,95,285,-1,0,20998,262284,262284
2020-07-12,Nevada,895,593,1,239,27683,469636,434401
2020-07-12,New Hampshire,22,391,0,0,6054,181329,181329
2020-07-12,New Jersey,890,15361,16,163,176725,1687031,1685604
2020-07-12,New Mexico,170,545,2,0,15028,418357,418357
2020-07-12,New York,801,24979,5,174,401706,4673195,0
2020-07-12,North Carolina,1070,1503,4,0,85701,1115797,1115797
2020-07-12,North Dakota,38,91,0,0,4329,223258,228523
2020-07-12,Ohio,954,3058,22,289,65592,1077197,1077197
2020-07-12,Oklahoma,499,422,1,186,20235,420272,423285
2020-07-12,Oregon,208,232,0,56,11851,456079,456079
2020-07-12,Pennsylvania,652,6904,7,0,95266,1146134,0
2020-07-12,Rhode Island,61,976,0,4,17312,292723,278357
2020-07-12,South Carolina,1472,961,10,0,56648,492508,492345
2020-07-12,South Dakota,53,109,0,0,7499,107645,107645
2020-07-12,Tennessee,1184,741,3,0,61960,1017498,1017498
2020-07-12,Texas,10410,3192,80,3053,258658,3296431,3296431
2020-07-12,Utah,276,215,3,84,29484,498119,498119
2020-07-12,Vermot,17,56,0,0,1295,91715,91715
2020-07-12,Virginia,1045,1966,4,228,70670,813923,0
2020-07-12,Washington,447,1424,0,0,44091,823502,0
2020-07-12,West Virginia,56,96,1,14,4207,204634,204634
2020-07-12,Wisconsin,264,827,-1,74,39877,882641,0
2020-07-12,Wyoming,12,21,0,0,1862,60211,60211
2020-07-13,Alabama,1335,1124,3,0,55545,518827,0
2020-07-13,Alaska,22,17,0,0,1537,146590,146590
2020-07-13,Arizona,3373,2245,8,936,123824,1019870,1019870
2020-07-13,Arkansas,439,323,2,0,28939,382402,382402
2020-07-13,California,7895,7040,23,2021,329162,5544365,5544365
2020-07-13,Colorado,378,1727,2,0,37242,498831,0
2020-07-13,Connecticut,74,4371,23,0,47510,639773,639773
2020-07-13,Delaware,49,517,0,12,12879,191087,0
2020-07-13,Florida,8051,4381,35,0,277639,3018914,3268471
2020-07-13,Georgia,2600,3026,25,0,120569,1116589,1116589
2020-07-13,Hawaii,0,19,0,0,1220,112301,112882
2020-07-13,Idaho,153,102,0,35,10902,126393,0
2020-07-13,Illinois,1362,7394,6,334,155931,2012994,2012994
2020-07-13,Indiana,764,2762,2,255,52037,739500,739500
2020-07-13,Iowa,186,754,4,67,35529,376716,0
2020-07-13,Kansas,0,288,4,0,20058,231175,0
2020-07-13,Kentucky,440,629,4,87,19653,441056,441056
2020-07-13,Louisiana,1308,3423,7,0,79827,953426,953426
2020-07-13,Maine,18,114,0,8,3558,123081,123081
2020-07-13,Maryland,386,3325,6,108,73527,813347,813347
2020-07-13,Massachusetts,570,8330,5,89,111827,1280742,1280742
2020-07-13,Michigan,543,6321,7,184,77198,1332667,1332667
2020-07-13,Minnesota,247,1542,2,114,42772,768989,0
2020-07-13,Mississippi,1020,1250,1,208,36680,343415,343299
2020-07-13,Missouri,932,1083,14,0,27890,621043,621043
2020-07-13,Montana,28,32,3,0,1843,118695,118695
2020-07-13,Nebraska,98,285,0,0,21172,267700,267700
2020-07-13,Nevada,953,593,0,250,28515,472288,443136
2020-07-13,New Hampshire,24,391,0,0,6068,183598,183598
2020-07-13,New Jersey,892,15380,19,166,176983,1701846,1700385
2020-07-13,New Mexico,172,548,3,0,15291,424355,424355
2020-07-13,New York,792,24989,10,175,402263,4724882,0
2020-07-13,North Carolina,1040,1510,7,0,87528,1142819,1142819
2020-07-13,North Dakota,43,91,0,0,4431,227543,233058
2020-07-13,Ohio,949,3064,6,293,66853,1098908,1098908
2020-07-13,Oklahoma,499,424,2,186,20745,420782,423285
2020-07-13,Oregon,208,234,2,56,12170,463147,463147
2020-07-13,Pennsylvania,682,6911,7,0,95742,1156942,0
2020-07-13,Rhode Island,67,984,8,3,17487,294527,290756
2020-07-13,South Carolina,1488,972,11,0,58168,507101,506936
2020-07-13,South Dakota,63,109,0,0,7524,109314,109314
2020-07-13,Tennessee,1120,749,8,0,65274,1053424,1053424
2020-07-13,Texas,10405,3235,43,3144,264313,3327849,3327849
